"Facility Satisfaction","Curriculum Quality","Teaching Learning","Campus Services","Student Support","Digital Readiness","Wellbeing","Overall Satisfaction","Sector","Gender"
31.6666666666667,36.3636363636364,NA,NA,30,20,40,35.3333333333333,"Public","Female"
80,81.8181818181818,NA,NA,64,70,60,75.7575757575758,"Public","Female"
73.3333333333333,72.7272727272727,NA,NA,65,80,80,72.6666666666667,"Public","Male"
86.6666666666667,87.2727272727273,NA,NA,75,60,80,81.25,"Public","Female"
68.3333333333333,67.2727272727273,NA,60,55,40,80,65.625,"Public","Female"
73.3333333333333,100,NA,NA,53.3333333333333,50,80,79.3333333333333,"Public","Female"
40,50.9090909090909,NA,NA,70,40,40,47.5,"Public","Female"
36.6666666666667,34.5454545454545,NA,NA,33.3333333333333,40,40,37.9310344827586,"Public","Female"
53.3333333333333,49.0909090909091,NA,60,66.6666666666667,40,60,54.8387096774194,"Public","Female"
53.3333333333333,52.7272727272727,NA,NA,45,46.6666666666667,40,50.9090909090909,"Public","Female"
81.6666666666667,72.7272727272727,NA,60,55,40,80,73.5483870967742,"Public","Female"
78.3333333333333,80,20,NA,55,NA,60,72.6666666666667,"Public","Female"
85,81.8181818181818,NA,NA,60,80,60,78.0645161290323,"Public","Female"
81.6666666666667,78.1818181818182,NA,NA,46.6666666666667,60,60,74.4827586206897,"Public","Female"
61.6666666666667,65.4545454545455,NA,60,53.3333333333333,60,60,61.2903225806452,"Public","Female"
50,54.5454545454545,NA,NA,46.6666666666667,20,60,52.4137931034483,"Public","Female"
61.6666666666667,69.0909090909091,NA,60,60,60,60,63.75,"Public","Female"
78.3333333333333,80,NA,60,53.3333333333333,NA,80,75.8620689655172,"Public","Female"
36.6666666666667,23.6363636363636,NA,60,26.6666666666667,20,60,33.3333333333333,"Public","Female"
100,100,NA,NA,75,80,100,92.9032258064516,"Public","Female"
73.3333333333333,80,NA,60,66.6666666666667,80,80,74.6666666666667,"Public","Female"
65,61.8181818181818,NA,NA,55,NA,80,62,"Public","Female"
56.6666666666667,52.7272727272727,NA,NA,66.6666666666667,70,60,55.4838709677419,"Public","Female"
58.3333333333333,72.7272727272727,NA,NA,64,20,80,63.8709677419355,"Public","Female"
66.6666666666667,80,NA,NA,66.6666666666667,70,80,70.3225806451613,"Public","Female"
70,76.3636363636364,20,60,45,70,60,65.2941176470588,"Public","Female"
53.3333333333333,65.4545454545455,NA,NA,56,30,80,56.969696969697,"Public","Male"
100,100,NA,60,60,80,60,89.6774193548387,"Private","Male"
31.6666666666667,41.8181818181818,NA,NA,20,20,20,35.1724137931034,"Public","Female"
58.3333333333333,50.9090909090909,NA,NA,65,NA,80,57.2413793103448,"Public","Female"
